Date,High,Low,Open,Close,Volume,Adj Close,Ticker
2000-03-16,20.8125,19.46875,19.46875,20.34375,7723400.0,9.902274131774902,CAT
2000-03-17,20.15625,19.53125,20.15625,19.8125,4798800.0,9.643693923950195,CAT
2000-03-20,20.28125,19.21875,19.8125,19.25,4407600.0,9.36989688873291,CAT
2000-03-21,20.03125,19.21875,19.25,19.90625,3065800.0,9.689325332641602,CAT
2000-03-22,19.8125,19.375,19.8125,19.46875,2487200.0,9.476372718811037,CAT
2000-03-23,20.09375,19.625,19.625,19.78125,3596000.0,9.628484725952148,CAT
2000-03-24,20.0,19.625,19.78125,19.75,2277600.0,9.613275527954102,CAT
2000-03-27,20.3125,19.5,19.75,19.53125,2241200.0,9.506795883178713,CAT
2000-03-28,19.5625,19.15625,19.53125,19.15625,2619200.0,9.324265480041504,CAT
2000-03-29,19.78125,18.84375,19.15625,19.5,3778000.0,9.491586685180664,CAT
2000-03-30,20.65625,19.4375,19.5,20.375,4877800.0,9.917488098144533,CAT
2000-03-31,20.5625,19.65625,20.375,19.71875,4850400.0,9.59805965423584,CAT
2000-04-03,21.125,19.71875,19.71875,20.9375,4664200.0,10.191280364990234,CAT
2000-04-04,22.0625,20.4375,20.9375,21.71875,7259000.0,10.57155704498291,CAT
2000-04-05,21.9375,21.125,21.71875,21.21875,3759200.0,10.328185081481934,CAT
2000-04-06,21.8125,21.125,21.21875,21.15625,2104800.0,10.297761917114258,CAT
2000-04-07,21.21875,20.625,21.15625,20.6875,2937400.0,10.069598197937012,CAT
2000-04-10,21.0625,20.5625,20.6875,20.71875,1890600.0,10.084805488586426,CAT
2000-04-11,21.625,20.8125,20.8125,21.03125,3531600.0,10.236916542053224,CAT
2000-04-12,22.375,21.375,21.375,21.71875,4224400.0,10.57155704498291,CAT
2000-04-13,22.4375,20.90625,21.71875,21.0,4334200.0,10.221709251403807,CAT
2000-04-14,21.0,20.09375,21.0,20.25,4287000.0,9.856644630432127,CAT
2000-04-17,21.21875,20.125,20.25,20.46875,3754200.0,9.963119506835938,CAT
2000-04-18,21.75,19.6875,20.46875,20.125,9957200.0,9.795802116394043,CAT
2000-04-19,19.46875,18.5,19.46875,18.8125,8557000.0,9.307247161865234,CAT
2000-04-20,19.15625,18.75,18.8125,19.0,4924600.0,9.40001106262207,CAT
2000-04-24,19.5625,19.09375,19.09375,19.5,3312200.0,9.647377014160156,CAT
2000-04-25,20.25,19.5,19.5,20.0625,4381400.0,9.925667762756348,CAT
2000-04-26,20.34375,19.75,20.0625,19.875,4544400.0,9.832910537719727,CAT
2000-04-27,20.21875,19.46875,19.875,20.0625,2903600.0,9.925667762756348,CAT
2000-04-28,20.5,19.625,20.0625,19.71875,3741600.0,9.755602836608887,CAT
2000-05-01,19.84375,19.40625,19.71875,19.40625,2637800.0,9.600997924804688,CAT
2000-05-02,19.96875,19.03125,19.40625,19.8125,2840800.0,9.801981925964355,CAT
2000-05-03,19.6875,19.25,19.6875,19.4375,2442600.0,9.616458892822266,CAT
2000-05-04,19.46875,18.9375,19.4375,18.96875,2377000.0,9.38454818725586,CAT
2000-05-05,19.6875,18.9375,18.96875,19.53125,2544600.0,9.662840843200684,CAT
2000-05-08,19.875,19.28125,19.53125,19.46875,2078600.0,9.631919860839844,CAT
2000-05-09,20.0,18.96875,19.46875,19.0,3078800.0,9.40001106262207,CAT
2000-05-10,19.21875,18.78125,19.0,19.1875,2391400.0,9.492774963378906,CAT
2000-05-11,19.78125,18.84375,19.1875,19.40625,2617600.0,9.600997924804688,CAT
2000-05-12,19.9375,19.3125,19.40625,19.6875,1927800.0,9.740144729614258,CAT
2000-05-15,20.375,19.78125,19.78125,20.28125,3531000.0,10.033889770507812,CAT
2000-05-16,20.875,20.09375,20.28125,20.125,4066000.0,9.956592559814453,CAT
2000-05-17,20.34375,19.9375,20.125,20.0,1526600.0,9.894744873046877,CAT
2000-05-18,20.0,19.25,20.0,19.40625,3559200.0,9.600997924804688,CAT
2000-05-19,20.21875,19.25,19.40625,20.03125,3942200.0,9.910212516784668,CAT
2000-05-22,20.34375,19.8125,20.03125,20.09375,2443000.0,9.941131591796877,CAT
2000-05-23,20.34375,19.5,20.09375,19.75,2005600.0,9.771066665649414,CAT
2000-05-24,20.25,19.375,19.75,19.84375,2075000.0,9.817444801330566,CAT
2000-05-25,19.9375,18.90625,19.84375,19.03125,2763800.0,9.415471076965332,CAT
2000-05-26,19.40625,18.9375,19.03125,19.0625,1908200.0,9.43093204498291,CAT
2000-05-30,19.40625,19.0625,19.0625,19.15625,1614200.0,9.477312088012695,CAT
2000-05-31,19.21875,18.9375,19.15625,19.125,2925400.0,9.461852073669434,CAT
2000-06-01,20.0,19.40625,19.40625,19.875,2835400.0,9.832910537719727,CAT
2000-06-02,21.25,20.125,20.125,20.53125,4491400.0,10.15758228302002,CAT
2000-06-05,20.4375,19.28125,20.4375,20.0,3871600.0,9.894744873046877,CAT
2000-06-06,19.78125,19.09375,19.78125,19.53125,3697400.0,9.662840843200684,CAT
2000-06-07,19.40625,19.0625,19.40625,19.40625,3017600.0,9.600997924804688,CAT
2000-06-08,19.21875,18.84375,19.21875,19.0625,2418800.0,9.43093204498291,CAT
2000-06-09,19.28125,18.875,19.0625,19.125,1819600.0,9.461852073669434,CAT
2000-06-12,19.53125,18.84375,19.125,19.3125,2635600.0,9.554615020751953,CAT
2000-06-13,19.28125,18.5,19.28125,18.625,3154800.0,9.214484214782717,CAT
2000-06-14,19.125,18.5625,18.625,18.8125,3292600.0,9.307247161865234,CAT
2000-06-15,19.0,18.40625,18.8125,18.5,2703400.0,9.1526460647583,CAT
2000-06-16,18.5625,17.9375,18.5,17.96875,5510400.0,8.889815330505371,CAT
2000-06-19,18.25,17.5625,17.96875,17.5625,3703200.0,8.688824653625487,CAT
2000-06-20,17.84375,17.5,17.5625,17.53125,3212400.0,8.673364639282228,CAT
2000-06-21,17.75,17.46875,17.53125,17.5625,2569000.0,8.688824653625487,CAT
2000-06-22,17.6875,17.15625,17.5625,17.21875,3490200.0,8.518759727478027,CAT
2000-06-23,17.5625,17.21875,17.21875,17.3125,1787400.0,8.565142631530763,CAT
2000-06-26,17.84375,17.34375,17.34375,17.40625,1959000.0,8.61152458190918,CAT
2000-06-27,18.25,17.34375,17.40625,17.84375,2754800.0,8.827972412109375,CAT
2000-06-28,18.375,18.0,18.0,18.078125,2527200.0,8.943924903869629,CAT
2000-06-29,17.75,17.375,17.75,17.5,2415400.0,8.657910346984862,CAT
2000-06-30,17.65625,16.90625,17.5,16.9375,4672000.0,8.379615783691406,CAT
2000-07-03,18.03125,17.09375,17.09375,18.0,1702400.0,8.90527057647705,CAT
2000-07-05,17.71875,17.15625,17.71875,17.59375,3324600.0,8.704282760620117,CAT
2000-07-06,17.8125,17.40625,17.59375,17.40625,2433400.0,8.61152458190918,CAT
2000-07-07,17.46875,16.96875,17.40625,16.96875,3514400.0,8.395075798034668,CAT
2000-07-10,17.6875,17.09375,17.09375,17.125,3084000.0,8.472380638122559,CAT
2000-07-11,18.34375,17.25,17.25,18.0625,5056800.0,8.936192512512207,CAT
2000-07-12,18.5,17.875,18.0625,18.28125,3236600.0,9.044419288635254,CAT
2000-07-13,18.3125,17.9375,18.28125,17.96875,3438000.0,8.889815330505371,CAT
2000-07-14,18.03125,17.5625,17.96875,17.875,2999200.0,8.843432426452637,CAT
2000-07-17,18.09375,17.5,17.875,17.859375,2677200.0,8.835701942443848,CAT
2000-07-18,19.125,18.4375,18.4375,18.875,8446200.0,9.51939868927002,CAT
2000-07-19,19.28125,18.84375,18.875,18.96875,6346200.0,9.566678047180176,CAT
2000-07-20,19.21875,18.25,18.96875,18.53125,5041600.0,9.346029281616213,CAT
2000-07-21,18.59375,18.1875,18.53125,18.25,3777600.0,9.204183578491213,CAT
2000-07-24,18.25,18.0625,18.25,18.125,1660200.0,9.141141891479492,CAT
2000-07-25,18.3125,17.9375,18.125,17.9375,2363000.0,9.046576499938963,CAT
2000-07-26,17.875,17.375,17.875,17.375,3413200.0,8.762889862060549,CAT
2000-07-27,17.6875,17.3125,17.375,17.4375,2642200.0,8.794410705566406,CAT
2000-07-28,17.53125,16.96875,17.4375,17.03125,3336600.0,8.589522361755371,CAT
2000-07-31,17.59375,17.03125,17.03125,17.03125,3131800.0,8.589522361755371,CAT
2000-08-01,17.21875,17.0625,17.0625,17.15625,4007600.0,8.652561187744139,CAT
2000-08-02,17.59375,17.1875,17.1875,17.5,3722000.0,8.825931549072266,CAT
2000-08-03,17.875,17.125,17.5,17.53125,3375200.0,8.841693878173828,CAT
2000-08-04,17.53125,17.1875,17.53125,17.421875,2018200.0,8.786532402038574,CAT
2000-08-07,18.46875,17.28125,17.421875,18.34375,4035600.0,9.25146484375,CAT
2000-08-08,19.40625,18.40625,18.40625,19.1875,7056400.0,9.67699909210205,CAT
2000-08-09,19.1875,18.78125,19.1875,18.78125,2906800.0,9.47211456298828,CAT
2000-08-10,19.0625,18.6875,18.78125,18.75,1964000.0,9.456353187561037,CAT
2000-08-11,19.5,18.625,18.75,19.3125,2813800.0,9.740044593811037,CAT
2000-08-14,19.53125,19.15625,19.3125,19.53125,4096600.0,9.850363731384276,CAT
2000-08-15,19.75,19.125,19.53125,19.328125,2535400.0,9.747920989990234,CAT
2000-08-16,19.65625,19.21875,19.328125,19.3125,2873200.0,9.740044593811037,CAT
2000-08-17,19.40625,19.09375,19.3125,19.125,1760600.0,9.645477294921877,CAT
2000-08-18,19.28125,18.84375,19.125,19.09375,1970800.0,9.629719734191896,CAT
2000-08-21,19.15625,18.6875,19.09375,18.84375,1527600.0,9.50363063812256,CAT
2000-08-22,19.0,18.6875,18.84375,18.90625,1907600.0,9.535155296325684,CAT
2000-08-23,18.9375,18.53125,18.90625,18.5625,1962400.0,9.361783981323242,CAT
2000-08-24,18.84375,18.5,18.5625,18.84375,2351800.0,9.50363063812256,CAT
2000-08-25,18.90625,18.625,18.84375,18.8125,1400200.0,9.487870216369627,CAT
2000-08-28,18.875,18.3125,18.8125,18.59375,2669000.0,9.37754726409912,CAT
2000-08-29,19.5625,18.875,18.875,19.03125,4115000.0,9.598199844360352,CAT
2000-08-30,19.21875,18.34375,19.03125,18.78125,3988200.0,9.47211456298828,CAT
2000-08-31,18.9375,18.25,18.78125,18.3828125,4834600.0,9.271161079406738,CAT
2000-09-01,18.75,18.125,18.3828125,18.65625,2563800.0,9.40906810760498,CAT
2000-09-05,19.40625,18.53125,18.65625,19.03125,2875600.0,9.598199844360352,CAT
2000-09-06,19.625,19.03125,19.03125,19.34375,2900600.0,9.755807876586914,CAT
2000-09-07,19.53125,19.03125,19.34375,19.03125,4777600.0,9.598199844360352,CAT
2000-09-08,19.125,18.75,19.03125,18.90625,3091600.0,9.535155296325684,CAT
2000-09-11,19.65625,18.875,18.90625,19.15625,2521800.0,9.66124153137207,CAT
2000-09-12,19.40625,18.875,19.15625,19.0,3190600.0,9.582436561584473,CAT
2000-09-13,19.625,19.125,19.125,19.34375,2132000.0,9.755807876586914,CAT
2000-09-14,19.8125,19.40625,19.40625,19.625,4188200.0,9.89765167236328,CAT
2000-09-15,19.21875,18.59375,19.21875,18.71875,6007800.0,9.440591812133787,CAT
2000-09-18,18.65625,17.71875,18.65625,18.03125,5579000.0,9.093856811523438,CAT
2000-09-19,18.09375,17.3125,18.03125,17.75,5201200.0,8.952014923095703,CAT
2000-09-20,17.84375,17.46875,17.75,17.59375,3515000.0,8.873209953308105,CAT
2000-09-21,17.84375,17.375,17.59375,17.40625,2412400.0,8.77864933013916,CAT
2000-09-22,17.84375,17.28125,17.40625,17.5625,2605400.0,8.857447624206543,CAT
2000-09-25,18.0,17.53125,17.5625,17.75,2056400.0,8.952014923095703,CAT
2000-09-26,17.6875,17.25,17.6875,17.5,2804800.0,8.825931549072266,CAT
2000-09-27,17.375,16.25,17.375,16.75,7458600.0,8.447673797607424,CAT
2000-09-28,17.375,16.3125,16.75,17.0,4866000.0,8.573755264282228,CAT
2000-09-29,17.375,14.5,17.0,15.5,3578400.0,7.817250728607178,CAT
2000-10-02,17.125,15.5,15.5,17.125,6628600.0,8.636802673339844,CAT
2000-10-03,18.0,17.09375,17.125,17.53125,4416200.0,8.841693878173828,CAT
2000-10-04,17.96875,17.40625,17.53125,17.5625,3534400.0,8.857447624206543,CAT
2000-10-05,17.8125,17.4375,17.5625,17.5,2774200.0,8.825931549072266,CAT
2000-10-06,17.84375,17.25,17.5,17.25,2549400.0,8.69983959197998,CAT
2000-10-09,17.5,17.1875,17.25,17.28125,1319200.0,8.715604782104492,CAT
2000-10-10,17.21875,16.65625,17.21875,16.6875,2709600.0,8.416155815124513,CAT
2000-10-11,17.0,16.28125,16.6875,16.625,3741000.0,8.384634017944336,CAT
2000-10-12,16.625,15.59375,16.625,15.9375,4800400.0,8.037898063659668,CAT
2000-10-13,15.90625,15.4375,15.90625,15.84375,3551000.0,7.9906182289123535,CAT
2000-10-16,16.0625,15.65625,15.84375,15.875,3422000.0,8.006379127502441,CAT
2000-10-17,16.03125,15.1875,15.875,15.25,3269600.0,7.69116735458374,CAT
2000-10-18,15.0625,14.78125,15.0625,14.90625,5565800.0,7.6892313957214355,CAT
2000-10-19,15.40625,15.03125,15.03125,15.25,3147000.0,7.866554260253906,CAT
2000-10-20,15.59375,15.1875,15.25,15.34375,2370200.0,7.914909839630128,CAT
2000-10-23,15.9375,15.34375,15.34375,15.71875,2725600.0,8.108351707458496,CAT
2000-10-24,16.125,15.78125,15.78125,15.9375,3443800.0,8.22119140625,CAT
2000-10-25,16.0,15.5625,15.9375,15.65625,2413200.0,8.07611083984375,CAT
2000-10-26,16.15625,15.53125,15.65625,15.90625,2656600.0,8.205074310302733,CAT
2000-10-27,16.4375,16.0,16.0,16.4375,3200600.0,8.479113578796388,CAT
2000-10-30,17.875,16.25,16.4375,17.46875,5737800.0,9.01107120513916,CAT
2000-10-31,17.90625,16.9375,17.46875,17.53125,6645200.0,9.043313980102539,CAT
2000-11-01,17.875,17.28125,17.53125,17.375,3343400.0,8.962712287902832,CAT
2000-11-02,17.75,17.375,17.375,17.40625,2362200.0,8.97883129119873,CAT
2000-11-03,17.5,17.28125,17.40625,17.40625,2074000.0,8.97883129119873,CAT
2000-11-06,18.3125,17.40625,17.40625,18.09375,3228800.0,9.33346939086914,CAT
2000-11-07,18.125,17.78125,18.09375,18.0625,2537200.0,9.31734848022461,CAT
2000-11-08,18.46875,17.65625,18.0625,18.21875,2546000.0,9.397953033447266,CAT
2000-11-09,18.5,17.84375,18.21875,18.28125,2848000.0,9.430193901062012,CAT
2000-11-10,18.1875,17.875,18.1875,17.875,2756400.0,9.22063446044922,CAT
2000-11-13,18.15625,17.59375,17.875,18.09375,3065400.0,9.33346939086914,CAT
2000-11-14,18.15625,17.84375,18.09375,18.03125,2271400.0,9.301228523254396,CAT
2000-11-15,18.46875,18.03125,18.03125,18.34375,2835800.0,9.462431907653807,CAT
2000-11-16,18.34375,17.90625,18.34375,18.15625,1835600.0,9.36570930480957,CAT
2000-11-17,18.75,18.21875,18.21875,18.46875,2597600.0,9.526911735534668,CAT
2000-11-20,18.65625,18.25,18.46875,18.59375,3128400.0,9.591388702392578,CAT
2000-11-21,19.25,18.59375,18.59375,19.125,3665600.0,9.86542797088623,CAT
2000-11-22,19.09375,18.78125,19.09375,18.90625,2131800.0,9.752592086791992,CAT
2000-11-24,19.5,18.875,18.90625,19.4375,1485600.0,10.026629447937012,CAT
2000-11-27,19.90625,19.21875,19.4375,19.84375,2942200.0,10.236187934875488,CAT
2000-11-28,19.625,19.28125,19.625,19.5,1821000.0,10.058867454528807,CAT
2000-11-29,20.28125,19.5,19.5,20.0625,2852400.0,10.349032402038574,CAT
2000-11-30,20.53125,19.625,20.0625,19.65625,3984400.0,10.139471054077148,CAT
2000-12-01,20.625,19.75,19.75,20.34375,3003600.0,10.494112968444824,CAT
2000-12-04,21.96875,20.375,20.375,21.65625,6023200.0,11.171150207519533,CAT
2000-12-05,22.125,20.96875,21.65625,21.6875,5893000.0,11.187271118164062,CAT
2000-12-06,21.34375,20.6875,21.34375,20.78125,3086800.0,10.71978759765625,CAT
2000-12-07,21.25,20.65625,20.78125,20.78125,2262800.0,10.71978759765625,CAT
2000-12-08,21.0625,20.5,20.78125,20.8125,2792200.0,10.735907554626463,CAT
2000-12-11,21.28125,20.46875,20.8125,21.1875,3065200.0,10.929349899291992,CAT
2000-12-12,21.8125,20.9375,21.1875,21.1875,4090800.0,10.929349899291992,CAT
2000-12-13,21.59375,20.71875,21.1875,20.84375,2747000.0,10.752030372619627,CAT
2000-12-14,20.46875,20.0625,20.46875,20.34375,2137600.0,10.494112968444824,CAT
2000-12-15,20.71875,20.375,20.375,20.40625,4576800.0,10.526350021362305,CAT
2000-12-18,21.3125,20.0625,20.40625,21.15625,3673200.0,10.913229942321776,CAT
2000-12-19,21.6875,20.71875,21.15625,21.4375,5395200.0,11.058309555053713,CAT
2000-12-20,21.65625,20.625,21.4375,21.53125,5809600.0,11.106669425964355,CAT
2000-12-21,22.4375,21.125,21.53125,22.375,5965000.0,11.541912078857422,CAT
2000-12-22,23.375,22.09375,22.375,23.3125,5743600.0,12.025513648986815,CAT
2000-12-26,23.875,23.21875,23.3125,23.875,3715400.0,12.315667152404785,CAT
2000-12-27,23.78125,23.1875,23.78125,23.75,3737200.0,12.25118637084961,CAT
2000-12-28,23.84375,23.09375,23.75,23.8125,2558600.0,12.283428192138672,CAT
2000-12-29,23.96875,23.40625,23.8125,23.65625,3051800.0,12.202826499938965,CAT
2001-01-02,23.625,22.8125,23.625,23.15625,3285000.0,11.944908142089846,CAT
2001-01-03,23.34375,21.78125,23.15625,23.25,7564000.0,11.99327278137207,CAT
2001-01-04,24.8125,23.25,23.25,24.34375,9149400.0,12.55746841430664,CAT
2001-01-05,24.25,22.65625,24.25,22.9375,7057800.0,11.832066535949707,CAT
2001-01-08,23.0,22.5625,22.9375,22.875,3752000.0,11.799830436706545,CAT
2001-01-09,22.875,22.4375,22.875,22.84375,3836600.0,11.783711433410645,CAT
2001-01-10,22.8125,22.03125,22.8125,22.53125,3655000.0,11.622507095336914,CAT
2001-01-11,22.71875,22.0625,22.53125,22.71875,3371000.0,11.71922779083252,CAT
2001-01-12,22.625,21.34375,22.625,21.84375,3494200.0,11.267864227294922,CAT
2001-01-16,22.34375,21.53125,21.84375,22.34375,4239400.0,11.525790214538574,CAT
2001-01-17,22.8125,22.15625,22.34375,22.5,4460200.0,11.6063871383667,CAT
2001-01-18,21.03125,20.0,21.03125,20.875,9166400.0,10.933364868164062,CAT
2001-01-19,20.53125,19.90625,20.53125,20.3125,5502600.0,10.638751029968262,CAT
2001-01-22,20.71875,19.90625,20.3125,20.4375,4659800.0,10.704222679138184,CAT
2001-01-23,21.0,20.375,20.4375,20.8125,5792400.0,10.900629997253418,CAT
2001-01-24,21.4375,20.5,20.8125,21.09375,3670200.0,11.047940254211426,CAT
2001-01-25,22.03125,21.21875,21.21875,21.65625,3517600.0,11.342550277709961,CAT
2001-01-26,21.875,21.28125,21.65625,21.625,3094400.0,11.326175689697266,CAT
2001-01-29,21.899999618530273,21.405000686645508,21.57999992370605,21.549999237060547,2439600.0,11.286893844604492,CAT
2001-01-30,22.25,21.125,21.549999237060547,22.200000762939453,4675200.0,11.62734317779541,CAT
2001-01-31,22.5,22.0,22.200000762939453,22.11000061035156,3889000.0,11.580195426940918,CAT
2001-02-01,22.299999237060547,21.850000381469727,22.11000061035156,22.165000915527344,2737600.0,11.60900592803955,CAT
2001-02-02,22.459999084472656,21.950000762939453,22.165000915527344,22.13500022888184,2387400.0,11.593300819396973,CAT
2001-02-05,22.190000534057614,21.864999771118164,22.13500022888184,21.88500022888184,1823000.0,11.462353706359865,CAT
2001-02-06,22.030000686645508,21.655000686645508,21.88500022888184,21.76000022888184,2298200.0,11.396886825561525,CAT
2001-02-07,21.94499969482422,21.690000534057614,21.76000022888184,21.80500030517578,1773800.0,11.420458793640135,CAT
2001-02-08,21.875,21.405000686645508,21.80500030517578,21.59000015258789,1954000.0,11.30784511566162,CAT
2001-02-09,21.625,21.2450008392334,21.59000015258789,21.5,3121800.0,11.260708808898926,CAT
2001-02-12,21.924999237060547,21.565000534057614,21.565000534057614,21.565000534057614,3180600.0,11.294757843017578,CAT
2001-02-13,22.075000762939453,21.575000762939453,21.575000762939453,21.6299991607666,2898400.0,11.3287935256958,CAT
2001-02-14,22.25,21.40999984741211,21.6299991607666,21.459999084472656,2694800.0,11.23976230621338,CAT
2001-02-15,22.5,21.70499992370605,21.70499992370605,22.059999465942386,3487000.0,11.554007530212402,CAT
2001-02-16,22.34000015258789,21.75,22.059999465942386,21.834999084472656,3326200.0,11.436169624328613,CAT
2001-02-20,21.700000762939453,20.899999618530273,21.700000762939453,20.899999618530273,4236800.0,10.946456909179688,CAT
2001-02-21,21.13999938964844,20.450000762939453,20.899999618530273,20.479999542236328,3115000.0,10.726480484008787,CAT
2001-02-22,20.725000381469727,20.100000381469727,20.479999542236328,20.34499931335449,3247400.0,10.655778884887695,CAT
2001-02-23,20.38500022888184,19.875,20.34499931335449,20.045000076293945,3277600.0,10.498645782470703,CAT
2001-02-26,20.940000534057614,20.280000686645508,20.280000686645508,20.815000534057614,2167600.0,10.901936531066896,CAT
2001-02-27,21.325000762939453,20.774999618530273,20.815000534057614,21.2450008392334,3713600.0,11.127155303955078,CAT
2001-02-28,21.59000015258789,20.774999618530273,21.2450008392334,20.799999237060547,3025200.0,10.894083023071287,CAT
2001-03-01,21.375,20.76000022888184,20.799999237060547,21.0,3337000.0,10.998833656311037,CAT
2001-03-02,21.729999542236328,21.06999969482422,21.06999969482422,21.34000015258789,2591600.0,11.176909446716307,CAT
2001-03-05,22.350000381469727,21.649999618530273,21.649999618530273,22.165000915527344,3643000.0,11.60900592803955,CAT
2001-03-06,22.60000038146973,22.06999969482422,22.165000915527344,22.2549991607666,3706000.0,11.65614414215088,CAT
2001-03-07,23.40500068664551,22.54999923706055,22.54999923706055,23.399999618530273,6538000.0,12.255845069885256,CAT
2001-03-08,24.0,23.47500038146973,23.47500038146973,23.895000457763672,7539400.0,12.515097618103027,CAT
2001-03-09,23.88500022888184,23.149999618530273,23.88500022888184,23.420000076293945,5092800.0,12.26632022857666,CAT
2001-03-12,23.399999618530273,22.38999938964844,23.399999618530273,22.479999542236328,4708200.0,11.7739896774292,CAT
2001-03-13,23.114999771118164,22.434999465942386,22.479999542236328,23.024999618530273,4328600.0,12.059438705444336,CAT
2001-03-14,22.7450008392334,22.274999618530273,22.7450008392334,22.395000457763672,4435600.0,11.729472160339355,CAT
2001-03-15,22.60000038146973,22.200000762939453,22.395000457763672,22.5,2643600.0,11.784462928771973,CAT
2001-03-16,22.774999618530273,22.125,22.5,22.299999237060547,5420800.0,11.679712295532227,CAT
2001-03-19,22.649999618530273,22.0049991607666,22.299999237060547,22.56999969482422,2889400.0,11.821133613586426,CAT
2001-03-20,22.78499984741211,21.875,22.56999969482422,21.934999465942386,4723800.0,11.488546371459961,CAT
2001-03-21,21.625,20.774999618530273,21.625,21.09000015258789,5537800.0,11.04597282409668,CAT
2001-03-22,20.98500061035156,20.075000762939453,20.98500061035156,20.684999465942386,4427400.0,10.83384895324707,CAT
